Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Tranche d’âge (product.metafields.shopify.age-group),Options de fixation (product.metafields.shopify.attachment-options),Conception du bracelet (product.metafields.shopify.bracelet-design),Couleur (product.metafields.shopify.color-pattern),Conception de boucle d’oreille (product.metafields.shopify.earring-design),Tissu (product.metafields.shopify.fabric),Couleur de l’encre (product.metafields.shopify.ink-color),Matériau du bijou (product.metafields.shopify.jewelry-material),Type de bijoux (product.metafields.shopify.jewelry-type),Matériel (product.metafields.shopify.material),Couleur du stylo (product.metafields.shopify.pen-color),Conception de la pointe du stylo (product.metafields.shopify.pen-tip-design),Sexe cible (product.metafields.shopify.target-gender),Parfum des lingettes (product.metafields.shopify.wipe-fragrance),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
porte-cle-stitch,,,,,,,,,Porte clé stitch rose perle bleu et rose,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/36F3AC2B-4A7E-4A19-9B52-EDE1FD0CF5BF.jpg?v=1763378229,kg,,,
porte-cle-stitch,,,,,,,,,Porte clé bleu stitch bleu,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/36F3AC2B-4A7E-4A19-9B52-EDE1FD0CF5BF.jpg?v=1763378229,kg,,,
porte-cle-stitch,,,,,,,,,Porte clé doré stitch rose,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/36F3AC2B-4A7E-4A19-9B52-EDE1FD0CF5BF.jpg?v=1763378229,kg,,,
porte-cle-leopard-girly,Porte-clé Léopard / Girly,"<p><span>Un porte-clé stylé décoré de perles ou perles silicone léopard, cœurs et pompons tout doux.</span></p>
<p><span>Le cadeau parfait pour une femme, une ado ou une fan de motifs animaliers.</span></p>
<p>⭐ Caractéristiques<br><span></span></p>
<p> </p>
<p> </p>
<ul>
<li><span>Motifs léopard, cœur, rouge/noir</span></li>
<li><span>Mousqueton métal doré / noir /gris</span></li>
<li><span>Perles ou perles silicone </span></li>
<li><span>Idéal pour sacs &amp; trousseaux</span></li>
</ul>",JOLANANAS,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,"","",true,T,Porte clé gris pompon marron et perle  🐆,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/F2E5EB8B-C27E-47F8-B11A-B22D0631A511.jpg?v=1763377916,1,"",false,,,,,,multicolore,,,,,,metal,,,feminin,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/F2E5EB8B-C27E-47F8-B11A-B22D0631A511.jpg?v=1763377916,kg,,,active
porte-cle-leopard-girly,,,,,,,,,Porte clé doré 🐆 xoxo,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/F2E5EB8B-C27E-47F8-B11A-B22D0631A511.jpg?v=1763377916,kg,,,
porte-cle-leopard-girly,,,,,,,,,Porte clé noir cœur léopard et pompon,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/F2E5EB8B-C27E-47F8-B11A-B22D0631A511.jpg?v=1763377916,kg,,,
porte-cle-leopard-girly,,,,,,,,,Porte clé doré ❤️ pompon rouge,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/F2E5EB8B-C27E-47F8-B11A-B22D0631A511.jpg?v=1763377916,kg,,,
porte-cle-leopard-girly,,,,,,,,,Porte clé doré perles léopard mug 🐆,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/F2E5EB8B-C27E-47F8-B11A-B22D0631A511.jpg?v=1763377916,kg,,,
stylo-metier-medical-🏥,Stylo métier médical 🏥,"<p><span>Un stylo spécialement pensé pour les professionnels : perles médicales, blouse, seringue… Une attention parfaite pour remercier quelqu’un.</span></p>
<p><span>⭐<span class=""Apple-converted-space""> </span></span><span>Caractéristiques</span></p>
<p> </p>
<ul>
<li><span>Perles en silicone thématiques</span></li>
<li><span>Stylo noir rechargeable</span></li>
<li><span>Très apprécié comme cadeau de remerciement</span></li>
<li><span>Création artisanale</span></li>
</ul>
<p> </p>
<p> </p>
<p><span>🎁<span class=""Apple-converted-space""> </span></span><span>Idéal pour: Cadeau</span> fin d’année • Stage • Soin infirmier…<br><span></span></p>
<p class=""p1""><span class=""s1"">👉 Deux recharges d’encre sont fournies avec chaque stylo.</span></p>
<p> </p>",JOLANANAS,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens > Ballpoint Pens,"","",true,Mm,Pompon vert 💉 stylo blanc,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/8225B091-C324-4B1B-ADDF-3A6C778A2EFA.jpg?v=1763377421,1,"",false,,,,,,,,,noir,,,,multicolore,moyen,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/8225B091-C324-4B1B-ADDF-3A6C778A2EFA.jpg?v=1763377421,kg,,,active
stylo-metier-medical-🏥,,,,,,,,,Stylo violet croix medicale,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/8225B091-C324-4B1B-ADDF-3A6C778A2EFA.jpg?v=1763377421,kg,,,
stylo-metier-medical-🏥,,,,,,,,,Blouse médicale rose stylo rose métallique,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/8225B091-C324-4B1B-ADDF-3A6C778A2EFA.jpg?v=1763377421,kg,,,
stylo-metier-medical-🏥,,,,,,,,,Pompon rose 💉 stylo rose,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/8225B091-C324-4B1B-ADDF-3A6C778A2EFA.jpg?v=1763377421,kg,,,
stylo-metier-medical-🏥,,,,,,,,,Blouse médicale violette stylo violet,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/8225B091-C324-4B1B-ADDF-3A6C778A2EFA.jpg?v=1763377421,kg,,,
stylo-metier-medical-🏥,,,,,,,,,Croix médicale rouge stylo blanc,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/8225B091-C324-4B1B-ADDF-3A6C778A2EFA.jpg?v=1763377421,kg,,,
stylo-pastel-cute,Stylo pastel /cute,"<p><span>Un stylo doux et coloré fait en perles et perles en silicone pastel : mignon, tendre et parfait pour illuminer une trousse ou un bureau.</span></p>
<p><span>⭐ </span><span>Caractéristiques :</span><br><span></span></p>
<p>Perles en silicone pastel<br>Stylo noir rechargeable</p>
<p>Création faite à la main <br>Look doux et mignon</p>
<p><span>🎁<span class=""Apple-converted-space""> </span></span><span>Idéal pour :</span>École • Collège • Bullet journal • Cadeau mignon • Papeterie cute<br><span></span></p>
<p class=""p1""><span class=""s1"">👉 Deux recharges d’encre sont fournies avec chaque stylo.</span></p>
<p> </p>",JOLANANAS,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens > Ballpoint Pens,"","",true,G,Pompon rose et violet stylo noir,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/153B627F-DA30-4DD8-823F-DC92603FBCEE.jpg?v=1763377029,1,"",false,,,,,,,,,noir,,,,multicolore,moyen,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/153B627F-DA30-4DD8-823F-DC92603FBCEE.jpg?v=1763377029,kg,,,active
stylo-pastel-cute,,,,,,,,,Pompon vert et blanc stylo vert,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/153B627F-DA30-4DD8-823F-DC92603FBCEE.jpg?v=1763377029,kg,,,
stylo-pastel-cute,,,,,,,,,Pompon violet rose stylo blanc,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/153B627F-DA30-4DD8-823F-DC92603FBCEE.jpg?v=1763377029,kg,,,
stylo-pastel-cute,,,,,,,,,Perle motif fruit stylo jaune,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/153B627F-DA30-4DD8-823F-DC92603FBCEE.jpg?v=1763377029,kg,,,
stylo-pastel-cute,,,,,,,,,Pompon rose stylo rose métallique,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/153B627F-DA30-4DD8-823F-DC92603FBCEE.jpg?v=1763377029,kg,,,
stylo-pastel-cute,,,,,,,,,Cœur jaune pompon jaune stylo doré,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/153B627F-DA30-4DD8-823F-DC92603FBCEE.jpg?v=1763377029,kg,,,
stylo-pastel-cute,,,,,,,,,Biche stylo rose métallique,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/153B627F-DA30-4DD8-823F-DC92603FBCEE.jpg?v=1763377029,kg,,,
stylo-leopard-girly,Stylo léopard girly,"<p><span>Un stylo élégant et féminin avec perles ou perles silicone léopard, cœurs ou pompon. Le favori des ados et des fans de papeterie stylée !</span></p>
<p> </p>
<p><span>⭐<span class=""Apple-converted-space""> </span></span><span>Caractéristiques</span></p>
<p> </p>
<ul>
<li><span>Perles ou perles silicone motifs léopard / cœur</span></li>
<li><span>Pompon selon modèle</span></li>
<li><span>Stylo bille noir, rechargeable</span></li>
<li><span>Création artisanale</span></li>
<li><span>Style élégant et tendance</span></li>
</ul>
<p> </p>
<p> </p>
<p><span>🎁<span class=""Apple-converted-space""> </span></span><span>Idéal pour :</span>Cadeau femme • Bureau déco • Papeterie girly • Anniversaires<br><span></span></p>
<p class=""p1""><span class=""s1"">👉 Deux recharges d’encre sont fournies avec chaque stylo.</span></p>
<p> </p>",JOLANANAS,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens > Ballpoint Pens,"","",true,G,Thermo  léopard cœur rouge stylo blanc,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/6F76F8E9-FCE5-4814-9396-7A27D527E776.jpg?v=1763376520,1,"",false,,,,,,,,,noir,,,,multicolore,moyen,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/6F76F8E9-FCE5-4814-9396-7A27D527E776.jpg?v=1763376520,kg,,,active
stylo-leopard-girly,,,,,,,,,Cœur léopard pompon noir stylo noir,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/6F76F8E9-FCE5-4814-9396-7A27D527E776.jpg?v=1763376520,kg,,,
stylo-leopard-girly,,,,,,,,,Stylo or à strass léopard xoxo,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/6F76F8E9-FCE5-4814-9396-7A27D527E776.jpg?v=1763376520,kg,,,
stylo-leopard-girly,,,,,,,,,Cœur orange stylo orange,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/6F76F8E9-FCE5-4814-9396-7A27D527E776.jpg?v=1763376520,kg,,,
stylo-leopard-girly,,,,,,,,,Cœur léopard perle rouge et rose stylo noir,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/6F76F8E9-FCE5-4814-9396-7A27D527E776.jpg?v=1763376520,kg,,,
stylo-leopard-girly,,,,,,,,,Stylo violet strass léopard pompon,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/6F76F8E9-FCE5-4814-9396-7A27D527E776.jpg?v=1763376520,kg,,,
stylo-leopard-girly,,,,,,,,,Gros Cœur léopard stylo orange,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/6F76F8E9-FCE5-4814-9396-7A27D527E776.jpg?v=1763376520,kg,,,
stylo-leopard-girly,,,,,,,,,Léopard et pompon stylo rose,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/6F76F8E9-FCE5-4814-9396-7A27D527E776.jpg?v=1763376520,kg,,,
stylo-noel-🎅-🌲,Stylo Noël 🎅 🌲,"<p><span>Un stylo adorable sur le thème de Noël, décoré de perles ou perles en silicone et d’éléments festifs : sapin, renne, bonhomme de neige… Parfait comme petit cadeau de fin d’année !</span></p>
<p><span>⭐<span class=""Apple-converted-space""> </span></span><span>Caractéristique</span></p>
<ul>
<li><span>Motifs : sapin, renne, Père Noël, gourmandises…</span></li>
<li><span>Stylo bille noir, rechargeable</span></li>
<li><span>Création artisanale</span></li>
<li><span>Idéal cadeau petite attention</span></li>
</ul>
<p> </p>
<p> </p>
<p><span>🎁<span class=""Apple-converted-space""> </span></span><span>Idéal pour :</span>Cadeau scolaire • Secret Santa • Bureau • Étudiants • Papeterie de Noël<br><span></span></p>
<p class=""p1""><span class=""s1"">👉 Deux recharges d’encre sont fournies avec chaque stylo.</span></p>
<p> </p>",JOLANANAS,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens > Ballpoint Pens,"","",false,N,Père Noël perle pompon rouge en haut stylo blanc,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/81483BDC-6D20-4960-AEB8-E99A5F70D0C7.jpg?v=1763376011,1,"",false,,,,,,,,,noir,,,,multicolore,fin,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/81483BDC-6D20-4960-AEB8-E99A5F70D0C7.jpg?v=1763376011,kg,,,draft
stylo-noel-🎅-🌲,,,,,,,,,⛄️ stylo gris,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/81483BDC-6D20-4960-AEB8-E99A5F70D0C7.jpg?v=1763376011,kg,,,
stylo-noel-🎅-🌲,,,,,,,,,Gingerbread stylo gold,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/81483BDC-6D20-4960-AEB8-E99A5F70D0C7.jpg?v=1763376011,kg,,,
stylo-noel-🎅-🌲,,,,,,,,,🎄 stylo vert,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/81483BDC-6D20-4960-AEB8-E99A5F70D0C7.jpg?v=1763376011,kg,,,
stylo-noel-🎅-🌲,,,,,,,,,Père Noël  pompon blanc ⬆️ stylo blanc,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/81483BDC-6D20-4960-AEB8-E99A5F70D0C7.jpg?v=1763376011,kg,,,
stylos-sport-🏀-🏈,Stylos sport 🏀  🏈 🥊,"<p><span>Un stylo fun et dynamique décoré de perles ou perles en silicone sport : gant de boxe, ballon, basket… Le cadeau parfait pour les fans de sport !</span></p>
<p>⭐ <span>Caractéristiques</span></p>
<p> </p>
<ul>
<li><span>Perles thème sport</span></li>
<li><span>Stylo rechargeable</span></li>
<li><span>Création artisanale</span></li>
<li><span>Plusieurs sports au choix</span></li>
</ul>
<p><span>🎁 </span><span>Idéal pour </span>Cadeau ado • Coach sportif • Fans de basket • Retour à l’école • Bureau fun</p>
<p><span>👉 Deux recharges d’encre sont fournies avec chaque stylo.</span></p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>",JOLANANAS,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens > Ballpoint Pens,"","",true,S,Basket 🏀 stylo orange,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C734169B-36B2-4E64-8D62-E2B0D991263F.jpg?v=1763375111,1,"",false,,,,,,,,,noir,,,,multicolore,fin,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C734169B-36B2-4E64-8D62-E2B0D991263F.jpg?v=1763375111,kg,,,active
stylos-sport-🏀-🏈,,,,,,,,,🥊 stylo gris,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C734169B-36B2-4E64-8D62-E2B0D991263F.jpg?v=1763375111,kg,,,
stylos-sport-🏀-🏈,,,,,,,,,🏀 stylo orange foncé perle blanche,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C734169B-36B2-4E64-8D62-E2B0D991263F.jpg?v=1763375111,kg,,,
stylos-sport-🏀-🏈,,,,,,,,,🥊 bleu stylo blanc,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C734169B-36B2-4E64-8D62-E2B0D991263F.jpg?v=1763375111,kg,,,
stylos-sport-🏀-🏈,,,,,,,,,🏈 stylo blanc,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C734169B-36B2-4E64-8D62-E2B0D991263F.jpg?v=1763375111,kg,,,
fleur-de-douche-lavable-eponge-bambou,Fleur de douche lavable éponge bambou,"<p><span> Fleurs de douche ultra-douces en éponge bambou, idéales pour une toilette agréable au quotidien.</span></p>
<p><span>Elles offrent une mousse légère, un toucher très doux, et conviennent parfaitement aux peaux sensibles, y compris celles des enfants.</span></p>
<p> </p>
<p><span>✨ Caractéristiques</span></p>
<ul>
<li><span>Matière : éponge bambou douce et absorbante</span></li>
<li><span>Forme : fleur généreuse, agréable en main</span></li>
<li><span>Avec boucle d’accroche pour un séchage rapide et accrocher n’importe où dans votre douche</span></li>
<li><span>Réutilisable &amp; écologique</span></li>
<li><span>Lavable </span></li>
</ul>
<p><span>💡 Avantages</span></p>
<p> </p>
<ul>
<li><span>Plus douce qu’une fleur de douche plastique</span></li>
<li><span>Respectueuse de la peau</span></li>
<li><span>Exfolie délicatement</span></li>
<li><span>Durable dans le temps</span></li>
</ul>
<p>Lavage en machine à 30 degrés dans un filet pas de sèche linge.</p>",JOLANANAS,Home & Garden > Linens & Bedding > Towels > Bath Towels & Washcloths > Washcloths,"","",true,T,Fleur de douche bambou rose,,,,,,,,,0.0,shopify,2,deny,manual,9.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C1474BA5-D067-4470-BEEB-0074B1EBD6C1.jpg?v=1763373761,1,"",false,,,,,,multicolore,,bambou,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C1474BA5-D067-4470-BEEB-0074B1EBD6C1.jpg?v=1763373761,kg,,,active
fleur-de-douche-lavable-eponge-bambou,,,,,,,,,Moutarde jaune,,,,,,,,,0.0,shopify,2,deny,manual,9.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C1474BA5-D067-4470-BEEB-0074B1EBD6C1.jpg?v=1763373761,kg,,,
fleur-de-douche-lavable-eponge-bambou,,,,,,,,,Bleu canard,,,,,,,,,0.0,shopify,2,deny,manual,9.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C1474BA5-D067-4470-BEEB-0074B1EBD6C1.jpg?v=1763373761,kg,,,
fleur-de-douche-lavable-eponge-bambou,,,,,,,,,Blanche,,,,,,,,,0.0,shopify,2,deny,manual,9.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C1474BA5-D067-4470-BEEB-0074B1EBD6C1.jpg?v=1763373761,kg,,,
fleur-de-douche-lavable-eponge-bambou,,,,,,,,,Rouge,,,,,,,,,0.0,shopify,1,deny,manual,9.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/C1474BA5-D067-4470-BEEB-0074B1EBD6C1.jpg?v=1763373761,kg,,,
coton-demaquillant-ou-hygiene-bebe-eponge-bambou-coton,Coton démaquillant ou hygiène bebe éponge bambou /coton,"<p><span>Coton démaquillant ou idéal pour les soins de bébé . Idéal peaux sensible.</span></p>
<p><span>Chaque lingette est composée de :</span></p>
<p> </p>
<ul>
<li><span>Une face en tissu éponge de bambou ultra-doux, idéale pour nettoyer et démaquiller en douceur.</span></li>
<li><span>Une face en coton avec de superbes motifs colorés qui apportent une touche de pep’s à votre salle de bain.</span></li>
</ul>
<p>Elles remplacent les cotons jetables et conviennent aussi bien aux adultes qu’aux enfants et bébés.<br><span></span></p>
<p> </p>
<p><span><br>✨ Points forts :</span></p>
<p> </p>
<ul>
<li><span>Très douces, même pour les peaux sensibles</span></li>
<li><span>Réutilisables et lavables</span></li>
<li><span>Économique</span></li>
<li><span>Pratiques pour le visage, le démaquillage, ou la toilette bébé</span></li>
<li><span>Motifs variés et colorés</span></li>
</ul>
<p>📏 Format :<br><span></span></p>
<p> </p>
<p> </p>
<p>Environ 11x11<br><span></span></p>
<p>Lavage en machine à 30 degrés en filet pas de sèche linge.</p>
<p> </p>",JOLANANAS,Baby & Toddler > Diapering > Baby Wipes > Cloth Baby Wipes,"","",true,F,Rose point doré,,,,,,,,,0.0,shopify,5,deny,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/IMG-6141.jpg?v=1763372926,1,"",false,,,,,,multicolore,,,,,,bambou; coton,,,,non-parfume,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/IMG-6141.jpg?v=1763372926,kg,,,active
coton-demaquillant-ou-hygiene-bebe-eponge-bambou-coton,,,,,,,,,Fleur bleu,,,,,,,,,0.0,shopify,8,deny,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/IMG-6142.jpg?v=1763373186,2,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/IMG-6141.jpg?v=1763372926,kg,,,
coton-demaquillant-ou-hygiene-bebe-eponge-bambou-coton,,,,,,,,,Ananas 🍍,,,,,,,,,0.0,shopify,9,deny,manual,2.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/IMG-6141.jpg?v=1763372926,kg,,,
coton-demaquillant-ou-hygiene-bebe-eponge-bambou-coton,,,,,,,,,Forme Jaune et vert,,,,,,,,,0.0,shopify,8,deny,manual,2.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/IMG-6141.jpg?v=1763372926,kg,,,
coton-demaquillant-ou-hygiene-bebe-eponge-bambou-coton,,,,,,,,,Blanche et noire forme géométrique,,,,,,,,,0.0,shopify,7,deny,manual,2.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0908/5508/0263/files/IMG-6141.jpg?v=1763372926,kg,,,
